exhibitor_id,name,booths,hall,description,seeking_funding,funding_amount,investment_stage,revenue,logo_file,featured,tags
001Pp00001BGg3WIAT,"PaXini Technology (Shenzhen) Co., Ltd.",9153,A,"Originating from Waseda University's Sugano Lab, PaXini Tech specializes in 6D Hall-array tactile sensing and embodied AI. We develop a ""sensor-dexterous hand-humanoid"" product matrix. Operating the world's largest embodied AI data factory (200M multi-modal units yearly), we have raised over RMB 1B and lead commercial deployment.",Yes,15;000;001-50;000;000,Series B,> 1;000;000,001Pp00001BGg3WIAT.jpg,,
001Pp00001I4qlCIAR,PCBWay,8270,A,"PCBWay is a professional PCB manufacturer and assembly service provider, specializing in rapid prototyping, small to large volume production, CNC machining, and 3D printing. With strong commitment to quality, affordability, and fast global delivery, PCBWay empowers engineers, makers, and businesses worldwide.",No,,,,001Pp00001I4qlCIAR.png,,
0014V000046QFUvQAO,Perovskia Solar AG,51239,X,PEROVSKIA SOLAR AG is a Swiss cleantech startup that provides digitally printed customizable solar cells to OEMs.   he solar cells are tailored to seamlessly integrate into electronic devices & sensors. Our versatile technology offers breakthrough performance at disruptive costs. Our cells operate efficiently even in low-light conditions.,,,,,0014V000046QFUvQAO.jpg,,
001Pp00000OpCuIIAV,Petkit Smart Technology Limited,56342,X,"Founded in 2013, PETKIT redefines pet parenting with innovative solutions, evolving into AI technology trusted by 5 million users across 40+ countries. Our vision is to build a smart pet care ecosystem focused on well-being. ""The Technology That Cares"" drives our user-friendly products, from water fountains to AI-integrated litter boxes.",No,,,,001Pp00000OpCuIIAV.png,,
001Pp000012EQc7IAG,"Petsuper Smart Technology (Dongguan) Co.,  Ltd",51366,X,"Petsuper: Intelligent Tech for Discerning Pet Owners  Designing premium, Al-powered solutions that simplify petcare intuitively, safely, and proven with real pets.  Our mission: Leading the smart pet ecosystem through thoughtful innovation for pets and owners worldwide.",No,,,,001Pp000012EQc7IAG.png,,
001Pp00001Vfj3mIAB,PEUTY,61100,M,"PEUTY is revolutionizing fashion by merging leathercraft and technology. Its connected Infinity handbag instantly changes color and patterns, offering an unprecedented level of personalization and a spectacular visual experience.",Yes,250;000-2;000;000,Seed,<500;000,001Pp00001Vfj3mIAB.png,,
0014V00002JH8J2QAL,Phoenix AI S.A.,50752,X,"Edge on-device AI with Intelligent Video Analytics  End-to-end solution (HW+SW) for integrators and partners.  Fleet Management System of our edge devices with 100% of services  We're active in the Smart Cities, Surveillance, Industry, Public Cleanliness, ...  We're actively looking fo US distributors and integrators",,,,,0014V00002JH8J2QAL.png,,
001Pp00000EGXEUIA5,Pimic Inc.,9269,A,"PIMIC is an AI semiconductor and solution company with patent pending processing-in-memory technology. This architecture can dramatically improve Power, Performance, and Area by 10x. Our solution can be applied to Edge and Wearable AI inference applications and operates in the microamp range.    Check out our LISTEN™ and CLARITY™ devices.",,,,,001Pp00000EGXEUIA5.jpg,,
0013A00001W664nQAB,PIN Genie Inc dba Lockly,Suite 29-318,J,"Lockly is an international smart locking and access technology company that provides commercial, property management and consumer smart home solutions. Lockly offers a complete ecosystem with vertically integrated hardware & software solutions that enable property owners, managers & occupants to control, manage and monitor their premises.",,,,,0013A00001W664nQAB.png,,
00130000008Rps0AAC,Pioneer Electronics (USA) Inc.,3527,NN,"Pioneer Corporation is a preeminent manufacturer of leading-edge technology solutions for the mobile and automotive market.    Pioneer will continue to push the boundaries of sound, vision, and information in order to bring soul-stirring excitement to people around the world.",No,,,,00130000008rps0aac.png,,
0014V00003Q2UXyQAN,"PiQuant. Co.,Ltd",50523,X,,,,,,0014V00003Q2UXyQAN.jpg,,
001Pp000015qu50IAA,Plantelligence,60442,M,"Plantelligence is a tech startup making plants easy—and beautiful—to grow with smart hardware, sensors, and AI. Our first product, ARK, is a fully automated terrarium that monitors light, water, airflow, and humidity, with precision control and an app that delivers guidance and insights for effortless care.",Yes,2;000;001-15;000;000,Seed,<500;000,001Pp000015qu50IAA.png,,
001Pp00000DORtGIAX,Plumerai Ltd.,Suite 29-119,J,"Plumerai offers AI software solutions for smart home cameras and physical security, featuring advanced capabilities such as Familiar Face Identification, and multimodal LLMs for AI Video Search and AI Captioning. Powering millions of devices in the field, it is the most accurate and compute-efficient solution available.",No,,,,001pp00000dortgiax.png,,
001Pp00001XoQSDIA3,"PocketDot, Inc.",61458,M,,,,,,001Pp00001XoQSDIA3.png,,
001Pp00001O6cYwIAJ,Polymatech,8600A,A,"Polymatech Electronics proudly stands as India’s first semiconductor chip manufacturer. With a relentless focus on innovation, precision, and quality, we bring advanced Japanese semiconductor technologies to the World. At Polymatech we believe our mission is to empower industries and societies with cutting-edge semiconductor solutions.",No,,,,001Pp00001O6cYwIAJ.png,,
0014V00003Q3FfQQAV,Pontosense,53423,X,"Pontosense develops privacy-first, contactless sensing technology that enhances lives and protects the vulnerable. By combining wireless engineering with AI, Pontosense transforms everyday spaces into intelligent environments. Its flagship product, Silver Shield, gives families and care providers real-time safety and wellness insights.",Yes,15;000;001-50;000;000,Series A,> 1;000;000,0014V00003Q3FfQQAV.png,,
0013000001KaOCoAAN,Powercast Corporation,51716,X,"Powercast is your one-stop-shop for all things wireless power and wireless charging, short to long range, microwatts to kilowatts, with the industry's broadest technology & 300+ global patents. Our wireless innovations eliminate or reduce wire and battery reliance, streamlining projects from prototype to production.",,,,,0013000001KaOCoAAN.png,,
001Pp00000jtc69IAA,"PowerCubeSemi, Inc",50328,X,"Power Cube Semi Co., Ltd. specializes in designing and selling high-efficiency power semiconductor devices , Sensor and heater solutions by combining eco-friendly green IT and power IT.",,,,,001Pp00000jtc69IAA.png,,
0013A00001aJDFFQA4,Pretika Corporation,56126,X,"Connected Wound Care Technology: Allowing Clinicians to monitor in Real Time the healing process of Acute and Chronic wounds with a non-invasive Multispectral, Hyperspectral and Digital Imaging Technology without having to remove the dressings, bandages, wraps, or casts for the early detection of complications before they become serious.",Yes,2;000;001-15;000;000,Seed,<500;000,0013A00001aJDFFQA4.png,,
001Pp00001AAkmKIAT,Primech AI,8935,A,"Primech AI is a leading robotics company dedicated to pushing the boundaries of innovation in technology. With a team of passionate individuals and a commitment to collaboration, Primech AI is poised to revolutionize the robotics industry with groundbreaking solutions like HYTRON that make a meaningful impact on society.",Yes,2;000;001-15;000;000,Series A,<500;000,001Pp00001AAkmKIAT.png,,
0014V000046BKI1QAO,Puwell Technology Inc.,52544,X,"At Puwell, we're a leading provider of internet camera platform services, offering PaaS, SaaS, and HaaS. We focus on open cloud platforms and OEM collaboration. Our services include comprehensive Android and iOS SDKs, customized solutions, and personalized hardware to serve diverse industries with effective, tailored video solutions.",,,,,0014V000046BKI1QAO.png,,
0013A00001efkSlQAI,PwC,C102; C103,B; B,"Come visit the PwC Experience Lounge, located in the LVCC Central Hall, Room 102-103. Throughout the week, you’ll experience our vision of innovation in action: from hands-on technology showcases and discussions at the PwC Lounge, to exclusive networking with industry peers at our F1 Arcade reception.",No,,,,0013A00001efkSlQAI.png,,
00130000008Rq1wAAC,Qualcomm,5001; Chambertin 1; Chambertin 2; Wynn Encore Hospitality Suites; Wynn Encore Hospitality Suites 2; Wynn Encore Hospitality Suites 3; Wynn Encore Hospitality Suites 4,NN; QQ; QQ; P; P; P; P,"Qualcomm is the world’s leading wireless technology innovator and the driving force behind the development, launch, and expansion of 5G.",,,,,00130000008Rq1wAAC.png,,
0013A00001W4iALQAZ,"Quectel Wireless Solutions Co., Ltd.",10363,A,"Quectel is an end-to-end IoT solutions provider. We exist to connect devices and people to networks of all kinds, powering digital innovation and helping to build a smarter world. Our products and services make life more convenient, efficient, comfortable, prosperous and secure.",No,,,,0013a00001w4ialqaz.png,,
001Pp00001MxLrMIAV,Quintauris España S.L.,N106,A,"Quintauris is a global provider of RISC-V-based products. Founded in 2023, Quintauris develops profiles, reference architectures and software components which enable compatibility and help establish RISC-V solutions to be widely used across various industries.       Founded by Bosch, Infineon, Nordic Semiconductors, NXP, Qualcomm and STM",No,,,,001Pp00001MxLrMIAV.png,,
0013A00001ZWmlvQAD,Real-Time Innovations (RTI),4662,NN,"RTI delivers the real-time data communication that powers the next generation of Software Defined Vehicles (SDVs). RTI is the safety-certified communication framework leader for SDVs, trusted by OEMs to bridge from legacy to modern architectures, thereby accelerating development from simulation to production.",No,,,,0013A00001ZWmlvQAD.png,,
0013000001KaMWfAAN,Realtek Semiconductor Corp.,Venetian Palazzo Hospitality Suites; Venetian Palazzo Hospitality Suites 2; Venetian Palazzo Hospitality Suites 3,U; U; U,"Realtek Semiconductor Corporation is a world-leading IC provider that designs and develops a wide range of IC products for connected media, communications network, computer peripheral, multimedia and Smart Interconnect applications. Realtek offers full-featured, high-performance, low-power, and competitive total solutions.",,,,,0013000001KaMWfAAN.png,,
001Pp00001PSNHJIA5,ReinOCS,6853,NN,"ReinOCS is dedicated to intelligent perception and display technologies. Backed by deep expertise in photonics and optical communications, the company focuses on advancing smart mobility and next-generation sensing applications.",No,,,,001Pp00001PSNHJIA5.png,,
001Pp00000cPa8rIAC,Restful,60448,M,Restful designs lighting solutions for quality sleep and wakefulness. Our evidence-based technology supports your circadian rhythm by automatically adjusting blue and infrared light exposure throughout the day.,,,,,001Pp00000cPa8rIAC.png,,
001Pp00000pCjdmIAC,REx Sense,61665,M,"Elevating Pet Care – Where Innovation Meets Compassion.    At REx Sense, we combine cutting-edge technology with compassion to redefine pet monitoring. Backed by patented mmWave sensing, our contactless solution delivers real-time insights into pets' vitals and movement, providing peace of mind for pet owners and veterinarians alike.",,,,,001Pp00000pCjdmIAC.png,,
001Pp00001HXUA0IAP,RiseLink,53117,X,"RiseLink is a top global producer of AIoT chipsets, shipping 300M+ units each year. Our ultra-low-power Wi-Fi and Bluetooth LE solutions bring intelligence to everyday products—from toys and robots to locks and appliances.",No,,,,001Pp00001HXUA0IAP.png,,
001Pp00001RMBUbIAP,Roam smart tracker,60243,M,"Roam is a sleek smart tracker with Apple and Android “Find My” integration. Sold in 81 countries at launch, it attaches to anything, includes smart QR recovery with What3words, and needs no app or extras accessories. One Tree for One Roam plants a tree for every unit made.   Pair it. Attach it. Find it.",Yes,250;000-2;000;000,Seed,501;000-1;000;000,001Pp00001RMBUbIAP.png,,
001Pp00000hsG5TIAU,Robocore Technology Limited,50732,X,"Robocore is a professional robotic solution provider headquartered in Hong Kong, developing AI solutions for clients from all industries. Our robots utilize autonomous navigation and AI to provide smart solutions for business or personal needs, bringing groundbreaking user experience and commercial application value.",Yes,250;000-2;000;000,Series C and beyond,> 1;000;000,001pp00000hsg5tiau.png,,
